date,open,high,low,close
2003-01-13,926.32,936.82,920.57,926.32
2003-01-14,926.07,931.32,920.32,929.07
2003-01-15,927.07,932.57,915.32,920.82
2003-01-16,919.57,925.57,910.58,916.32
2003-01-17,916.82,923.32,897.58,902.83
2003-01-20,903.08,907.08,901.58,903.58
2003-01-21,903.08,907.08,885.83,888.33
2003-01-22,888.33,891.58,875.83,877.33
2003-01-23,878.08,889.58,875.33,882.83
2003-01-24,882.83,885.33,857.34,860.09
2003-01-27,860.09,863.58,842.09,847.09
2003-01-28,848.09,859.84,844.84,854.34
2003-01-29,855.09,867.58,835.84,860.59
2003-01-30,860.84,866.58,839.59,839.84
2003-01-31,840.34,857.59,836.34,854.59
2003-02-03,854.59,863.83,853.84,858.34
2003-02-04,858.34,860.84,838.09,849.09
2003-02-05,847.34,860.84,840.34,844.34
2003-02-06,844.09,845.34,831.84,840.34
2003-02-07,839.34,849.34,825.09,830.34
2003-02-10,831.34,836.59,822.09,835.84
2003-02-11,836.34,842.59,823.34,829.59
2003-02-12,829.59,831.34,816.09,816.59
2003-02-13,817.34,822.34,805.1,818.84
2003-02-14,819.59,837.09,813.59,836.84
2003-02-17,839.09,841.84,835.84,841.09
2003-02-18,839.09,853.09,835.84,851.34
2003-02-19,851.09,851.84,837.59,846.59
2003-02-20,846.59,851.59,835.59,838.59
2003-02-21,838.59,852.09,829.59,847.09
2003-02-24,847.34,850.34,830.84,832.34
2003-02-25,832.34,839.84,817.09,839.59
2003-02-26,839.59,843.09,825.59,827.59
2003-02-27,827.34,842.59,825.09,838.09
2003-02-28,838.09,846.84,833.59,840.84
2003-03-03,843.84,852.84,831.84,835.34
2003-03-04,835.09,836.59,821.09,822.09
2003-03-05,822.09,829.84,818.09,829.34
2003-03-06,829.34,830.34,818.84,821.59
2003-03-07,819.59,829.59,808.85,828.34
2003-03-10,827.34,828.09,805.35,807.6
2003-03-11,807.35,814.59,799.35,800.1
2003-03-12,798.85,804.35,787.85,804.35
2003-03-13,804.35,832.34,802.85,832.09
2003-03-14,831.84,842.09,826.59,832.84
2003-03-17,830.59,862.58,821.84,860.84
2003-03-18,861.09,872.58,855.84,866.08
2003-03-19,866.33,874.33,860.09,872.58
2003-03-20,872.58,879.08,857.09,874.58
2003-03-21,874.58,895.58,872.83,893.08
2003-03-24,885.33,885.33,860.34,863.33
2003-03-25,863.58,879.08,855.84,872.08
2003-03-26,872.58,875.33,864.58,867.83
2003-03-27,867.83,873.33,856.59,867.33
2003-03-28,867.33,869.33,859.09,862.83
2003-03-31,858.34,859.59,839.84,846.84
2003-04-01,844.34,860.34,842.84,856.59
2003-04-02,855.84,884.08,854.84,877.08
2003-04-03,877.58,888.58,872.83,873.08
2003-04-04,873.33,884.08,870.58,878.33
2003-04-07,882.83,904.83,876.08,876.83
2003-04-08,877.08,887.83,873.33,878.08
2003-04-09,878.33,887.08,864.08,866.58
2003-04-10,866.83,872.33,861.34,871.58
2003-04-11,871.58,883.33,864.58,868.08
2003-04-14,870.83,886.33,865.33,885.83
2003-04-15,886.33,893.83,879.83,893.58
2003-04-16,896.08,903.33,876.33,878.58
2003-04-17,879.33,893.33,877.58,891.08
2003-04-21,892.83,897.58,886.58,892.83
2003-04-22,892.33,911.83,884.83,909.33
2003-04-23,910.08,919.32,908.33,917.32
2003-04-24,917.32,918.32,905.33,909.58
2003-04-25,909.58,912.58,895.83,898.33
2003-04-28,898.83,917.82,895.08,913.33
2003-04-29,913.08,923.57,909.58,915.82
2003-04-30,916.07,921.32,909.83,915.82
2003-05-01,915.32,915.82,900.33,914.83
2003-05-02,916.57,930.07,910.58,927.32
2003-05-05,926.82,933.32,923.32,926.07
2003-05-06,925.57,939.32,924.07,934.57
2003-05-07,934.32,936.82,925.07,929.32
2003-05-08,928.82,929.07,918.07,920.32
2003-05-09,920.07,933.32,919.07,932.07
2003-05-12,933.07,946.57,928.07,944.07
2003-05-13,943.57,947.07,938.07,942.57
2003-05-14,942.32,948.07,934.32,940.07
2003-05-15,939.82,948.57,937.82,946.07
2003-05-16,945.57,949.57,937.82,944.07
2003-05-19,941.57,941.57,919.32,922.32
2003-05-20,922.32,925.57,911.08,919.07
2003-05-21,919.57,924.07,913.08,921.82
2003-05-22,922.32,935.32,919.57,930.57
2003-05-23,930.32,935.07,926.32,932.07
2003-05-26,932.07,934.82,931.32,934.32
2003-05-27,932.07,953.07,926.82,949.32
2003-05-28,949.32,959.32,948.57,951.82
2003-05-29,951.32,962.07,945.57,949.07
2003-05-30,948.82,965.82,948.07,963.07
2003-06-02,963.57,979.31,963.32,968.06
2003-06-03,966.57,973.06,963.32,972.06
2003-06-04,972.31,987.81,970.06,986.06
2003-06-05,985.81,991.06,977.31,990.56
2003-06-06,990.31,1008.31,985.81,987.56
2003-06-09,986.06,991.81,972.06,976.81
2003-06-10,976.81,986.81,976.06,986.56
2003-06-11,985.06,996.81,980.56,995.81
2003-06-12,995.81,1003.31,989.06,999.31
2003-06-13,998.56,1001.06,982.56,988.31
2003-06-16,988.06,1009.81,985.31,1009.06
2003-06-17,1009.06,1015.56,1005.31,1009.31
2003-06-18,1009.31,1014.31,1002.81,1008.06
2003-06-19,1008.06,1012.56,991.06,993.56
2003-06-20,993.31,1001.31,990.56,991.31
2003-06-23,992.06,992.56,975.31,980.81
2003-06-24,980.81,986.56,976.81,981.31
2003-06-25,981.56,990.06,969.81,971.81
2003-06-26,971.31,986.06,971.06,983.31
2003-06-27,983.56,987.81,971.81,973.06
2003-06-30,974.31,982.56,970.81,973.06
2003-07-01,972.56,982.31,960.07,981.06
2003-07-02,981.31,993.56,981.06,992.81
2003-07-03,992.81,994.06,974.31,982.31
2003-07-07,983.56,1004.81,983.06,1002.31
2003-07-08,1002.56,1008.31,997.06,1007.31
2003-07-09,1007.06,1009.81,995.81,1000.81
2003-07-10,999.31,999.81,981.81,988.56
2003-07-11,988.56,1000.06,985.06,997.06
2003-07-14,997.06,1014.56,995.81,1002.56
2003-07-15,1002.06,1010.81,994.81,1000.81
2003-07-16,1002.31,1007.06,987.31,994.81
2003-07-17,993.56,993.81,976.56,980.56
2003-07-18,981.81,993.06,977.31,990.31
2003-07-21,991.06,992.06,973.31,977.81
2003-07-22,977.31,989.31,974.06,986.56
2003-07-23,987.56,990.81,977.56,987.31
2003-07-24,987.06,998.06,978.56,980.06
2003-07-25,978.81,997.56,974.81,996.56
2003-07-28,997.81,1000.31,991.31,993.81
2003-07-29,993.56,997.81,981.31,988.81
2003-07-30,988.56,993.56,983.81,986.31
2003-07-31,986.06,1003.81,985.31,989.06
2003-08-01,988.56,992.56,976.81,979.31
2003-08-04,979.06,984.81,964.57,980.06
2003-08-05,980.06,982.06,958.07,959.32
2003-08-06,958.82,975.06,958.32,964.82
2003-08-07,964.82,975.06,961.82,974.31
2003-08-08,973.81,979.81,972.06,977.81
2003-08-11,977.81,984.56,972.56,981.06
2003-08-12,981.06,990.31,978.56,989.81
2003-08-13,989.31,993.31,979.56,984.56
2003-08-14,984.06,991.56,979.06,987.56
2003-08-15,979.56,992.31,973.06,990.31
2003-08-18,989.81,1000.06,989.56,998.56
2003-08-19,998.56,1003.06,994.06,1002.81
2003-08-20,1001.56,1003.06,995.56,998.81
2003-08-21,998.81,1009.31,998.06,1001.81
2003-08-22,1002.06,1012.06,991.56,992.31
2003-08-25,991.56,994.06,986.81,993.56
2003-08-26,993.56,997.81,982.31,995.31
2003-08-27,995.56,997.56,992.31,995.56
2003-08-28,995.06,1003.81,990.06,1001.06
2003-08-29,1001.06,1009.06,998.81,1007.56
2003-09-01,1008.06,1012.31,1006.06,1011.81
2003-09-02,1008.06,1022.55,1004.31,1021.8
2003-09-03,1021.8,1029.3,1020.05,1026.8
2003-09-04,1026.8,1029.3,1021.05,1028.05
2003-09-05,1028.8,1029.55,1017.56,1022.05
2003-09-08,1021.55,1032.55,1021.05,1030.3
2003-09-09,1030.8,1034.55,1020.3,1023.8
2003-09-10,1023.05,1024.05,1009.06,1013.31
2003-09-11,1013.31,1019.55,1009.06,1015.06
2003-09-12,1015.06,1018.06,1005.06,1016.31
2003-09-15,1016.56,1018.56,1011.31,1012.31
2003-09-16,1012.31,1028.05,1011.81,1027.55
2003-09-17,1027.55,1029.55,1022.05,1025.3
2003-09-18,1025.3,1038.3,1023.3,1037.05
2003-09-19,1037.3,1038.8,1029.3,1032.8
2003-09-22,1031.55,1031.55,1015.56,1021.05
2003-09-23,1021.05,1028.3,1019.06,1025.3
2003-09-24,1025.3,1028.05,1006.06,1007.06
2003-09-25,1007.06,1014.31,997.06,997.56
2003-09-26,997.56,1001.81,993.81,994.31
2003-09-29,995.06,1005.31,992.56,1004.06
2003-09-30,1003.56,1004.81,987.56,993.81
2003-10-01,995.31,1016.81,994.81,1016.31
2003-10-02,1016.06,1020.8,1011.31,1019.31
2003-10-03,1019.31,1037.8,1017.81,1028.3
2003-10-06,1026.8,1034.8,1026.05,1033.3
2003-10-07,1033.3,1038.05,1024.05,1037.05
2003-10-08,1037.55,1039.55,1028.8,1034.8
2003-10-09,1034.8,1047.05,1032.8,1038.3
2003-10-10,1037.55,1042.3,1033.8,1040.3
2003-10-13,1040.3,1047.8,1039.3,1044.3
2003-10-14,1044.3,1049.3,1038.8,1047.3
2003-10-15,1048.05,1055.55,1041.3,1044.3
2003-10-16,1042.8,1052.05,1041.05,1049.05
2003-10-17,1047.55,1051.8,1034.55,1037.55
2003-10-20,1037.3,1045.3,1034.05,1045.05
2003-10-21,1045.05,1049.3,1040.55,1043.3
2003-10-22,1043.55,1044.05,1026.3,1030.3
2003-10-23,1029.55,1034.3,1019.55,1028.3
2003-10-24,1028.05,1030.05,1016.06,1029.8
2003-10-27,1028.05,1036.55,1027.05,1030.55
2003-10-28,1029.8,1045.8,1029.55,1044.55
2003-10-29,1044.05,1048.55,1039.8,1046.05
2003-10-30,1045.8,1054.3,1042.05,1048.3
2003-10-31,1048.3,1052.05,1046.3,1049.3
2003-11-03,1047.05,1060.3,1046.3,1054.05
2003-11-04,1054.05,1056.8,1049.8,1052.05
2003-11-05,1052.05,1054.3,1043.05,1053.3
2003-11-06,1053.55,1058.55,1045.05,1058.3
2003-11-07,1058.05,1064.3,1049.8,1050.3
2003-11-10,1051.05,1053.55,1044.05,1046.05
2003-11-11,1046.05,1047.55,1041.3,1045.55
2003-11-12,1045.05,1058.8,1044.3,1056.8
2003-11-13,1056.55,1059.8,1051.8,1057.8
2003-11-14,1058.05,1064.05,1046.8,1048.8
2003-11-17,1047.8,1047.8,1034.05,1043.3
2003-11-18,1043.05,1048.3,1030.8,1032.55
2003-11-19,1032.8,1043.55,1030.8,1040.8
2003-11-20,1041.05,1046.05,1030.8,1031.8
2003-11-21,1031.55,1036.8,1030.05,1036.05
2003-11-24,1035.55,1051.3,1035.05,1049.3
2003-11-25,1049.3,1057.55,1047.3,1053.05
2003-11-26,1052.8,1058.3,1047.05,1056.55
2003-11-27,1057.05,1059.55,1055.3,1058.8
2003-11-28,1057.05,1060.05,1053.55,1057.55
2003-12-01,1058.8,1070.3,1055.55,1068.8
2003-12-02,1068.8,1070.8,1064.05,1066.8
2003-12-03,1066.3,1074.04,1064.05,1064.8
2003-12-04,1064.55,1070.3,1062.55,1069.3
2003-12-05,1066.8,1068.55,1059.3,1062.05
2003-12-08,1060.8,1069.3,1057.55,1068.8
2003-12-09,1069.05,1072.54,1058.55,1060.3
2003-12-10,1061.8,1061.8,1052.8,1059.3
2003-12-11,1059.05,1072.29,1057.8,1070.8
2003-12-12,1070.8,1073.29,1065.3,1072.79
2003-12-15,1086.29,1088.54,1066.05,1067.3
2003-12-16,1067.3,1074.54,1065.3,1073.29
2003-12-17,1073.29,1076.54,1069.3,1076.04
2003-12-18,1076.04,1088.54,1074.54,1088.29
2003-12-19,1087.79,1090.04,1082.04,1085.29
2003-12-22,1082.29,1092.79,1080.29,1092.54
2003-12-23,1092.29,1095.54,1090.04,1093.29
2003-12-24,1093.29,1095.04,1089.29,1092.79
2003-12-26,1093.29,1096.79,1092.29,1093.29
2003-12-29,1093.29,1109.04,1092.79,1107.54
2003-12-30,1107.54,1108.79,1104.79,1107.54
2003-12-31,1107.54,1111.29,1104.54,1108.79
2004-01-02,1110.79,1117.79,1103.29,1108.79
2004-01-05,1108.54,1121.29,1108.54,1119.79
2004-01-06,1119.54,1123.29,1115.29,1121.79
2004-01-07,1121.54,1126.53,1114.54,1125.28
2004-01-08,1125.28,1130.28,1123.54,1129.28
2004-01-09,1129.28,1130.78,1118.79,1119.79
2004-01-12,1119.29,1128.28,1118.04,1128.03
2004-01-13,1128.03,1129.03,1113.54,1121.04
2004-01-14,1121.04,1132.28,1119.04,1131.03
2004-01-15,1129.53,1136.28,1122.79,1133.03
2004-01-16,1132.78,1138.78,1131.78,1137.78
2004-01-19,1137.53,1140.53,1135.28,1136.03
2004-01-20,1137.53,1142.03,1133.78,1137.28
2004-01-21,1137.03,1148.53,1132.53,1145.78
2004-01-22,1145.78,1149.03,1141.28,1143.78
2004-01-23,1141.53,1149.03,1135.03,1140.03
2004-01-26,1139.78,1154.78,1137.78,1154.03
2004-01-27,1154.03,1154.53,1141.78,1142.28
2004-01-28,1142.03,1147.78,1124.53,1129.03
2004-01-29,1128.28,1133.53,1120.54,1130.03
2004-01-30,1130.78,1132.03,1125.78,1129.78
2004-02-02,1130.03,1142.03,1126.28,1134.28
2004-02-03,1134.28,1136.28,1129.28,1132.78
2004-02-04,1132.78,1133.28,1121.79,1123.79
2004-02-05,1123.54,1130.03,1122.29,1126.28
2004-02-06,1126.53,1141.78,1124.78,1138.78
2004-02-09,1139.03,1143.53,1137.53,1139.78
2004-02-10,1140.03,1146.53,1137.28,1143.03
2004-02-11,1143.03,1158.53,1141.03,1155.03
2004-02-12,1155.03,1157.28,1150.28,1150.78
2004-02-13,1151.28,1156.53,1141.78,1145.53
2004-02-16,1145.28,1148.03,1145.03,1147.78
2004-02-17,1145.28,1158.53,1145.03,1156.28
2004-02-18,1156.28,1158.53,1148.03,1151.03
2004-02-19,1151.03,1158.28,1145.03,1147.03
2004-02-20,1146.53,1150.78,1137.53,1143.53
2004-02-23,1143.78,1147.28,1135.78,1140.03
2004-02-24,1143.78,1144.03,1133.03,1138.28
2004-02-25,1138.78,1144.78,1136.78,1142.78
2004-02-26,1143.03,1147.03,1137.53,1143.03
2004-02-27,1143.53,1151.78,1140.28,1144.28
2004-03-01,1144.03,1157.28,1144.03,1155.28
2004-03-02,1155.28,1156.53,1146.28,1148.78
2004-03-03,1149.03,1152.53,1143.03,1150.53
2004-03-04,1150.28,1155.03,1149.03,1154.03
2004-03-05,1153.03,1163.53,1146.28,1157.53
2004-03-08,1157.78,1159.78,1143.03,1143.78
2004-03-09,1143.78,1146.78,1136.03,1139.28
2004-03-10,1138.53,1140.28,1118.04,1119.04
2004-03-11,1119.29,1125.03,1103.04,1104.04
2004-03-12,1104.29,1119.54,1100.79,1117.79
2004-03-15,1117.04,1118.54,1101.29,1104.79
2004-03-16,1104.79,1112.79,1100.79,1110.04
2004-03-17,1110.04,1124.78,1109.29,1122.29
2004-03-18,1122.29,1126.28,1111.29,1122.54
2004-03-19,1122.79,1127.03,1106.29,1107.04
2004-03-22,1107.29,1107.29,1087.29,1093.04
2004-03-23,1093.04,1100.04,1089.54,1091.04
2004-03-24,1091.29,1097.29,1084.54,1091.29
2004-03-25,1091.54,1109.04,1089.79,1105.79
2004-03-26,1106.04,1113.79,1104.04,1105.79
2004-03-29,1105.79,1123.29,1105.79,1121.54
2004-03-30,1121.54,1126.53,1117.29,1125.78
2004-03-31,1125.78,1129.53,1119.54,1124.78
2004-04-01,1126.53,1134.53,1123.29,1133.28
2004-04-02,1133.03,1144.78,1131.78,1141.78
2004-04-05,1141.28,1149.28,1137.78,1148.03
2004-04-06,1148.03,1148.28,1141.28,1144.53
2004-04-07,1144.28,1146.28,1136.78,1142.03
2004-04-08,1142.03,1154.28,1132.78,1139.28
2004-04-12,1138.78,1146.28,1135.78,1143.78
2004-04-13,1144.03,1149.78,1126.03,1128.03
2004-04-14,1127.78,1131.78,1120.54,1129.53
2004-04-15,1129.03,1133.28,1118.79,1124.78
2004-04-16,1124.28,1135.78,1121.79,1133.78
2004-04-19,1132.28,1135.03,1128.03,1133.53
2004-04-20,1133.28,1138.28,1113.04,1114.29
2004-04-21,1115.29,1124.53,1114.04,1122.29
2004-04-22,1123.79,1141.78,1118.04,1136.53
2004-04-23,1139.78,1142.03,1133.03,1139.28
2004-04-26,1138.03,1144.03,1130.78,1137.78
2004-04-27,1137.53,1146.03,1134.53,1137.78
2004-04-28,1137.78,1138.03,1119.79,1123.29
2004-04-29,1122.79,1127.78,1106.29,1113.79
2004-04-30,1113.04,1118.79,1103.54,1105.79
2004-05-03,1105.04,1117.79,1104.04,1115.79
2004-05-04,1115.79,1127.28,1111.29,1115.29
2004-05-05,1115.29,1124.28,1112.29,1121.79
2004-05-06,1121.79,1122.04,1104.54,1112.79
2004-05-07,1112.79,1116.79,1094.29,1095.29
2004-05-10,1094.79,1096.79,1077.79,1083.29
2004-05-11,1083.29,1095.04,1081.04,1092.04
2004-05-12,1092.29,1099.54,1075.04,1098.54
2004-05-13,1098.29,1102.29,1090.54,1093.54
2004-05-14,1093.29,1101.79,1085.54,1094.54
2004-05-17,1093.79,1094.54,1078.04,1085.29
2004-05-18,1085.04,1094.29,1084.29,1090.04
2004-05-19,1090.54,1105.54,1085.54,1086.54
2004-05-20,1086.79,1092.54,1083.79,1090.29
2004-05-21,1089.79,1099.54,1088.54,1092.29
2004-05-24,1092.54,1101.54,1090.79,1096.29
2004-05-25,1096.29,1113.54,1089.79,1112.29
2004-05-26,1111.79,1116.79,1108.54,1115.79
2004-05-27,1115.79,1124.28,1114.29,1122.54
2004-05-28,1122.04,1123.54,1117.29,1120.04
2004-05-31,1121.29,1122.79,1118.54,1121.29
2004-06-01,1121.04,1122.54,1112.29,1121.04
2004-06-02,1121.29,1128.28,1118.04,1125.28
2004-06-03,1125.03,1125.78,1114.29,1114.79
2004-06-04,1115.79,1129.28,1115.29,1123.04
2004-06-07,1122.29,1141.78,1122.29,1140.03
2004-06-08,1140.03,1142.53,1135.28,1141.78
2004-06-09,1141.03,1142.28,1130.03,1130.78
2004-06-10,1131.28,1136.28,1129.03,1136.03
2004-06-11,1136.28,1136.28,1132.28,1136.03
2004-06-14,1133.53,1134.28,1121.54,1125.28
2004-06-15,1125.28,1137.53,1125.03,1133.53
2004-06-16,1133.03,1136.78,1129.78,1132.78
2004-06-17,1132.78,1133.78,1126.03,1131.28
2004-06-18,1131.03,1139.28,1126.28,1133.78
2004-06-21,1134.53,1139.03,1128.03,1129.03
2004-06-22,1129.03,1135.53,1123.54,1134.78
2004-06-23,1134.53,1145.03,1130.78,1143.78
2004-06-24,1143.78,1146.03,1139.28,1141.03
2004-06-25,1141.28,1145.78,1133.28,1135.03
2004-06-28,1136.53,1145.53,1130.78,1131.53
2004-06-29,1131.78,1138.28,1127.53,1135.53
2004-06-30,1135.53,1144.28,1132.78,1140.28
2004-07-01,1140.53,1143.53,1122.04,1126.03
2004-07-02,1126.28,1129.28,1122.29,1125.53
2004-07-05,1125.53,1126.03,1122.54,1124.03
2004-07-06,1125.53,1128.78,1112.29,1114.79
2004-07-07,1114.79,1121.79,1113.29,1117.79
2004-07-08,1117.29,1119.04,1107.79,1110.54
2004-07-09,1110.54,1115.29,1109.79,1112.54
2004-07-12,1113.54,1116.04,1105.79,1113.29
2004-07-13,1113.29,1115.79,1110.79,1114.04
2004-07-14,1111.54,1119.54,1106.54,1111.04
2004-07-15,1111.29,1114.79,1102.79,1103.29
2004-07-16,1104.79,1112.29,1099.79,1102.54
2004-07-19,1102.79,1105.79,1095.29,1098.54
2004-07-20,1098.54,1114.54,1095.54,1111.79
2004-07-21,1111.79,1115.79,1089.29,1090.29
2004-07-22,1090.04,1099.04,1082.79,1093.54
2004-07-23,1091.79,1093.79,1082.04,1085.29
2004-07-26,1085.54,1089.29,1076.79,1082.79
2004-07-27,1082.79,1095.79,1082.54,1092.29
2004-07-28,1092.29,1098.29,1080.54,1095.29
2004-07-29,1095.54,1103.54,1092.29,1100.04
2004-07-30,1100.04,1103.79,1095.79,1100.79
2004-08-02,1097.79,1108.04,1095.29,1105.29
2004-08-03,1105.54,1106.29,1096.29,1097.04
2004-08-04,1097.29,1102.04,1088.79,1096.79
2004-08-05,1096.79,1098.54,1077.04,1078.29
2004-08-06,1078.54,1082.79,1060.55,1063.3
2004-08-09,1064.05,1069.05,1062.3,1064.05
2004-08-10,1064.3,1078.54,1063.8,1076.04
2004-08-11,1076.04,1077.04,1065.05,1075.54
2004-08-12,1075.54,1077.79,1059.8,1063.55
2004-08-13,1064.3,1067.55,1059.8,1066.05
2004-08-16,1065.3,1080.54,1060.8,1077.29
2004-08-17,1077.04,1086.79,1075.29,1082.79
2004-08-18,1082.79,1095.79,1077.79,1094.29
2004-08-19,1094.04,1095.29,1085.54,1091.04
2004-08-20,1091.04,1100.29,1087.04,1098.54
2004-08-23,1097.29,1101.54,1094.04,1096.04
2004-08-24,1096.04,1101.04,1092.04,1097.29
2004-08-25,1097.04,1106.29,1092.54,1103.54
2004-08-26,1103.54,1106.54,1101.79,1104.29
2004-08-27,1103.79,1109.54,1103.04,1108.04
2004-08-30,1107.29,1107.79,1097.79,1098.79
2004-08-31,1099.04,1105.04,1094.04,1103.79
2004-09-01,1104.79,1109.54,1097.79,1106.54
2004-09-02,1106.29,1120.04,1104.29,1119.29
2004-09-03,1116.04,1121.04,1112.54,1114.29
2004-09-06,1114.54,1118.29,1114.54,1118.04
2004-09-07,1114.54,1124.28,1114.54,1122.04
2004-09-08,1122.29,1123.79,1116.54,1119.04
2004-09-09,1118.79,1122.04,1113.54,1117.79
2004-09-10,1118.04,1126.03,1114.04,1123.79
2004-09-13,1123.79,1130.53,1123.04,1128.03
2004-09-14,1127.78,1130.28,1125.03,1129.78
2004-09-15,1129.53,1130.03,1119.79,1120.54
2004-09-16,1121.04,1126.78,1120.54,1124.28
2004-09-17,1124.28,1131.28,1122.54,1128.78
2004-09-20,1128.53,1128.78,1120.29,1122.04
2004-09-21,1122.29,1132.28,1121.04,1127.03
2004-09-22,1126.78,1127.28,1111.79,1112.79
2004-09-23,1112.54,1114.79,1106.79,1107.04
2004-09-24,1107.04,1114.29,1106.79,1111.29
2004-09-27,1111.04,1113.79,1103.04,1105.04
2004-09-28,1105.04,1112.29,1101.04,1109.54
2004-09-29,1109.54,1115.29,1107.04,1115.04
2004-09-30,1115.04,1116.79,1109.29,1114.79
2004-10-01,1114.79,1133.28,1111.54,1133.03
2004-10-04,1131.28,1141.03,1130.78,1135.28
2004-10-05,1135.03,1139.78,1132.03,1136.28
2004-10-06,1135.53,1143.53,1133.28,1142.53
2004-10-07,1142.78,1142.78,1130.28,1131.28
2004-10-08,1131.28,1135.78,1120.04,1121.79
2004-10-11,1121.79,1126.78,1121.79,1125.78
2004-10-12,1125.53,1126.53,1115.79,1122.29
2004-10-13,1123.29,1127.28,1109.29,1112.04
2004-10-14,1111.79,1115.29,1101.79,1102.79
2004-10-15,1102.79,1113.54,1101.79,1108.04
2004-10-18,1108.54,1115.04,1102.29,1112.79
2004-10-19,1113.29,1118.29,1101.79,1103.29
2004-10-20,1103.29,1104.04,1093.54,1101.54
2004-10-21,1101.54,1109.04,1097.79,1107.54
2004-10-22,1106.04,1109.54,1094.54,1095.79
2004-10-25,1095.29,1096.79,1087.79,1095.04
2004-10-26,1095.29,1111.79,1094.29,1111.29
2004-10-27,1110.79,1126.53,1106.54,1124.53
2004-10-28,1123.79,1131.03,1120.04,1127.28
2004-10-29,1127.53,1131.78,1124.28,1130.03
2004-11-01,1127.28,1133.78,1126.03,1130.53
2004-11-02,1130.53,1140.78,1127.53,1130.28
2004-11-03,1130.28,1148.78,1127.03,1144.78
2004-11-04,1144.03,1161.78,1141.78,1160.28
2004-11-05,1160.28,1171.53,1158.03,1167.53
2004-11-08,1166.78,1167.28,1162.03,1166.28
2004-11-09,1166.28,1169.78,1162.53,1164.03
2004-11-10,1164.28,1170.28,1162.53,1164.53
2004-11-11,1164.78,1175.78,1162.78,1173.53
2004-11-12,1173.03,1184.52,1171.53,1182.52
2004-11-15,1182.77,1185.77,1180.27,1185.77
2004-11-16,1185.02,1185.52,1175.53,1177.27
2004-11-17,1177.27,1189.52,1177.02,1184.02
2004-11-18,1183.77,1186.02,1180.27,1184.77
2004-11-19,1184.77,1185.52,1169.03,1172.03
2004-11-22,1171.78,1178.77,1166.28,1177.77
2004-11-23,1177.77,1180.27,1171.28,1179.02
2004-11-24,1178.52,1183.02,1177.77,1181.77
2004-11-25,1181.77,1186.27,1180.52,1186.02
2004-11-26,1181.77,1186.77,1179.02,1180.52
2004-11-29,1180.27,1191.02,1172.03,1175.78
2004-11-30,1176.27,1179.27,1172.78,1173.78
2004-12-01,1177.02,1192.02,1174.78,1189.52
2004-12-02,1189.27,1195.52,1186.77,1190.27
2004-12-03,1193.52,1198.27,1185.52,1189.02
2004-12-06,1189.02,1193.02,1185.02,1189.02
2004-12-07,1189.02,1193.27,1176.77,1177.52
2004-12-08,1179.77,1186.52,1177.77,1186.02
2004-12-09,1185.27,1193.27,1175.53,1190.52
2004-12-10,1190.27,1194.02,1186.77,1191.52
2004-12-13,1191.77,1202.52,1191.52,1202.27
2004-12-14,1202.02,1208.02,1199.02,1206.27
2004-12-15,1206.27,1209.27,1201.27,1207.02
2004-12-16,1206.77,1210.52,1200.02,1206.27
2004-12-17,1206.02,1208.77,1195.02,1198.02
2004-12-20,1197.27,1206.52,1195.02,1198.52
2004-12-21,1198.27,1208.27,1197.02,1207.77
2004-12-22,1207.02,1214.02,1206.52,1210.77
2004-12-23,1210.52,1216.27,1208.77,1211.52
2004-12-27,1212.02,1216.77,1207.02,1208.27
2004-12-28,1208.27,1216.52,1207.52,1215.27
2004-12-29,1215.27,1217.02,1212.52,1216.77
2004-12-30,1216.52,1218.77,1213.27,1214.52
2004-12-31,1214.52,1219.52,1210.52,1213.52
2005-01-03,1213.27,1221.02,1201.52,1206.02
2005-01-04,1206.02,1209.27,1186.52,1190.77
2005-01-05,1190.52,1194.77,1182.52,1183.02
2005-01-06,1183.02,1193.52,1182.52,1188.02
2005-01-07,1188.27,1194.27,1183.27,1186.02
2005-01-10,1186.77,1196.52,1185.02,1191.52
2005-01-11,1191.02,1192.52,1181.52,1183.77
2005-01-12,1185.77,1189.52,1176.52,1187.27
2005-01-13,1187.52,1190.02,1176.03,1177.77
2005-01-14,1178.02,1186.52,1176.52,1183.52
2005-01-18,1184.77,1197.52,1180.27,1195.52
2005-01-19,1195.77,1197.02,1183.02,1183.27
2005-01-20,1181.27,1182.77,1173.78,1176.27
2005-01-21,1177.02,1180.52,1167.03,1168.28
2005-01-24,1169.78,1174.03,1164.03,1166.03
2005-01-25,1166.03,1175.28,1165.78,1169.53
2005-01-26,1169.53,1176.52,1169.28,1173.03
2005-01-27,1172.78,1177.77,1170.03,1174.53
2005-01-28,1175.03,1177.27,1166.03,1174.53
2005-01-31,1176.52,1182.77,1176.52,1181.52
2005-02-01,1181.02,1190.77,1179.27,1189.02
2005-02-02,1189.52,1195.77,1188.77,1193.02
2005-02-03,1192.02,1193.27,1185.52,1189.27
2005-02-04,1189.52,1204.27,1188.02,1201.77
2005-02-07,1202.52,1204.77,1199.27,1200.52
2005-02-08,1200.77,1206.02,1199.77,1202.02
2005-02-09,1201.52,1204.27,1191.52,1192.77
2005-02-10,1192.27,1199.27,1191.52,1196.27
2005-02-11,1196.52,1209.77,1193.52,1206.77
2005-02-14,1207.52,1208.27,1203.77,1206.02
2005-02-15,1206.02,1213.27,1205.27,1210.52
