date,open,high,low,close
1991-01-04,324.74,325.04,319.94,323.19
1991-01-07,319.94,321.84,317.14,317.49
1991-01-08,317.94,319.24,315.34,317.14
1991-01-09,318.94,323.14,309.94,312.59
1991-01-10,314.94,316.44,312.84,315.94
1991-01-11,315.44,316.54,314.44,316.14
1991-01-14,312.94,314.44,309.74,314.29
1991-01-15,314.04,314.64,312.54,314.29
1991-01-16,313.54,318.94,313.34,318.09
1991-01-17,329.94,334.94,323.09,331.94
1991-01-18,330.19,334.24,329.24,333.84
1991-01-21,331.44,333.64,330.59,332.89
1991-01-22,332.04,332.79,328.64,329.79
1991-01-23,330.44,332.64,329.54,331.34
1991-01-24,332.49,337.34,332.44,336.74
1991-01-25,336.44,338.44,334.79,337.84
1991-01-28,337.64,338.64,336.34,336.69
1991-01-29,336.24,336.84,335.04,336.64
1991-01-30,336.94,342.38,336.94,342.18
1991-01-31,341.73,344.73,341.38,344.58
1991-02-01,342.93,345.63,340.58,343.33
1991-02-04,343.23,350.03,343.13,348.88
1991-02-05,348.68,352.83,347.93,352.73
1991-02-06,351.73,359.93,350.73,359.78
1991-02-07,360.43,364.93,356.43,357.83
1991-02-08,357.23,360.93,356.73,360.63
1991-02-11,360.93,370.43,360.63,369.83
1991-02-12,368.68,371.93,366.03,366.23
1991-02-13,366.43,371.18,365.63,370.18
1991-02-14,369.93,371.83,363.33,365.28
1991-02-15,366.03,370.93,364.93,369.38
1991-02-19,368.93,371.48,367.43,370.08
1991-02-20,368.43,368.43,365.08,366.43
1991-02-21,367.03,368.23,364.93,365.83
1991-02-22,364.53,372.63,364.43,366.78
1991-02-25,370.93,371.18,365.43,367.98
1991-02-26,365.93,366.58,362.78,363.73
1991-02-27,364.43,369.53,363.58,369.03
1991-02-28,370.23,371.33,366.23,366.73
1991-03-01,363.33,371.43,363.33,371.18
1991-03-04,372.13,372.58,368.93,369.58
1991-03-05,370.53,378.53,370.08,377.28
1991-03-06,378.83,380.38,375.33,376.53
1991-03-07,376.53,377.73,375.43,375.58
1991-03-08,376.13,379.23,374.03,375.28
1991-03-11,375.73,375.73,372.63,373.43
1991-03-12,372.83,375.18,369.53,370.78
1991-03-13,370.93,375.78,370.23,375.73
1991-03-14,376.13,378.73,371.63,373.53
1991-03-15,376.73,377.83,373.23,375.48
1991-03-18,374.53,377.68,371.93,375.93
1991-03-19,371.93,372.63,367.93,369.93
1991-03-20,369.93,372.53,368.73,371.33
1991-03-21,372.93,374.43,369.13,369.58
1991-03-22,369.13,371.43,368.03,371.13
1991-03-25,370.03,374.38,369.73,372.78
1991-03-26,372.23,379.83,371.73,379.63
1991-03-27,380.83,381.78,376.93,378.48
1991-03-28,379.68,380.08,375.93,376.18
1991-04-01,376.33,377.08,372.33,373.53
1991-04-02,374.18,382.53,374.18,381.98
1991-04-03,382.43,384.43,380.43,380.58
1991-04-04,381.63,384.93,379.28,381.93
1991-04-05,382.43,384.08,375.83,377.33
1991-04-08,377.18,381.23,376.23,381.03
1991-04-09,380.33,381.63,374.83,375.53
1991-04-10,375.73,377.13,372.68,375.73
1991-04-11,376.93,381.73,376.93,381.03
1991-04-12,381.93,383.68,378.13,382.33
1991-04-15,382.93,384.63,380.08,382.33
1991-04-16,381.43,389.83,380.83,389.08
1991-04-17,389.23,393.42,388.68,392.08
1991-04-18,390.23,393.27,389.43,390.68
1991-04-19,388.68,389.33,385.43,386.28
1991-04-22,385.68,386.13,381.73,383.23
1991-04-23,384.83,385.43,380.58,382.68
1991-04-24,383.33,384.88,380.83,383.68
1991-04-25,382.93,384.13,379.33,380.13
1991-04-26,378.53,381.83,377.78,380.03
1991-04-29,380.83,382.58,375.03,375.38
1991-04-30,375.18,379.33,374.13,375.83
1991-05-01,376.18,381.83,376.18,381.53
1991-05-02,382.23,383.23,380.23,381.33
1991-05-03,381.33,382.33,379.18,381.73
1991-05-06,380.83,381.53,378.23,380.78
1991-05-07,380.93,382.23,376.73,376.93
1991-05-08,377.43,380.93,376.83,379.98
1991-05-09,380.13,385.13,379.58,384.53
1991-05-10,384.88,384.93,374.93,375.93
1991-05-13,377.48,377.93,375.13,377.68
1991-05-14,376.13,376.33,371.13,372.53
1991-05-15,372.98,373.83,366.43,369.58
1991-05-16,371.23,373.73,370.58,372.78
1991-05-17,371.25,374.53,369.88,374.23
1991-05-20,373.83,375.08,371.93,373.33
1991-05-21,373.43,378.03,373.33,376.93
1991-05-22,376.25,377.73,375.08,377.43
1991-05-23,377.63,379.33,373.93,375.78
1991-05-24,376.98,379.63,376.13,378.33
1991-05-28,378.95,383.53,377.43,382.73
1991-05-29,383.13,384.93,382.08,384.08
1991-05-30,383.73,389.33,383.33,387.43
1991-05-31,387.83,390.53,385.93,389.63
1991-06-03,388.88,390.93,387.53,388.28
1991-06-04,387.55,388.93,385.43,388.53
1991-06-05,389.0,389.28,385.08,385.83
1991-06-06,386.13,387.03,383.53,384.28
1991-06-07,382.33,383.33,379.08,380.13
1991-06-10,380.35,380.68,378.03,378.58
1991-06-11,379.03,382.48,378.83,382.03
1991-06-12,380.23,380.43,374.13,377.03
1991-06-13,377.6,378.73,376.33,378.23
1991-06-14,379.43,382.83,378.93,382.23
1991-06-17,381.93,382.53,380.38,380.88
1991-06-18,380.63,382.68,377.53,378.98
1991-06-19,377.18,377.18,374.33,375.08
1991-06-20,374.43,376.58,373.73,375.68
1991-06-21,375.38,375.38,375.38,375.38
1991-06-24,378.48,378.48,372.93,373.43
1991-06-25,375.13,375.33,372.43,373.78
1991-06-26,373.93,375.73,371.13,375.28
1991-06-27,376.05,377.38,375.53,377.28
1991-06-28,376.13,376.33,370.03,372.18
1991-07-01,375.93,380.68,375.68,380.43
1991-07-02,380.03,380.83,379.53,380.58
1991-07-03,377.83,377.83,373.93,375.93
1991-07-05,373.93,378.43,373.93,376.13
1991-07-08,374.23,380.43,372.33,380.18
1991-07-09,380.13,381.08,376.93,378.53
1991-07-10,379.43,383.13,376.43,378.48
1991-07-11,380.13,380.43,376.98,380.23
1991-07-12,381.43,384.13,377.08,382.53
1991-07-15,382.93,385.18,382.28,384.43
1991-07-16,384.43,385.43,382.53,384.33
1991-07-17,383.43,385.18,382.73,383.28
1991-07-18,382.93,387.63,382.63,386.68
1991-07-19,387.43,387.43,384.93,386.53
1991-07-22,385.83,386.63,382.98,385.08
1991-07-23,385.93,387.03,380.53,381.53
1991-07-24,381.93,382.33,379.43,380.68
1991-07-25,381.03,382.98,379.53,381.78
1991-07-26,381.93,383.18,380.73,381.88
1991-07-29,382.18,384.83,381.38,384.38
1991-07-30,385.03,388.53,384.63,388.03
1991-07-31,388.18,388.98,387.23,388.33
1991-08-01,387.78,389.08,387.23,388.88
1991-08-02,389.88,390.73,386.73,388.38
1991-08-05,387.83,388.58,385.43,386.63
1991-08-06,385.98,392.37,385.13,391.63
1991-08-07,391.63,392.92,390.83,391.88
1991-08-08,390.93,393.12,388.98,390.08
1991-08-09,390.33,391.13,387.63,387.78
1991-08-12,387.63,389.73,386.53,389.23
1991-08-13,390.03,393.67,389.03,390.03
1991-08-14,392.08,393.22,389.93,391.13
1991-08-15,390.83,393.12,390.03,390.88
1991-08-16,390.78,391.83,382.98,386.78
1991-08-19,381.78,381.78,374.78,378.78
1991-08-20,380.03,380.98,377.08,380.43
1991-08-21,385.43,392.42,384.43,392.17
1991-08-22,393.37,393.62,390.73,392.27
1991-08-23,390.78,396.82,390.63,394.57
1991-08-26,394.64,395.37,393.52,394.42
1991-08-27,394.19,394.97,392.32,394.47
1991-08-28,394.37,397.87,393.82,396.72
1991-08-29,397.09,397.82,395.32,396.92
1991-08-30,396.82,397.37,393.72,395.47
1991-09-03,396.37,398.52,392.03,392.62
1991-09-04,392.92,393.07,388.83,391.13
1991-09-05,391.33,391.68,388.93,389.68
1991-09-06,390.8,391.38,387.33,389.38
1991-09-09,389.08,390.13,388.03,388.58
1991-09-10,388.93,389.13,383.93,385.03
1991-09-11,385.73,386.03,383.88,384.63
1991-09-12,385.85,387.78,385.78,387.63
1991-09-13,388.63,388.73,382.83,383.43
1991-09-16,383.68,386.43,382.83,386.18
1991-09-17,385.43,387.23,384.88,385.53
1991-09-18,384.78,386.73,384.13,386.43
1991-09-19,386.23,389.73,385.93,387.03
1991-09-20,389.18,389.18,389.18,389.18
1991-09-23,389.83,391.33,387.63,389.13
1991-09-24,388.88,391.33,386.63,390.23
1991-09-25,390.9,391.23,388.23,389.18
1991-09-26,387.83,391.13,387.23,389.73
1991-09-27,389.53,391.83,386.73,388.68
1991-09-30,388.33,390.93,386.33,390.23
1991-10-01,391.23,392.22,390.53,391.58
1991-10-02,391.93,392.52,389.23,389.38
1991-10-03,389.05,389.73,385.53,385.63
1991-10-04,386.43,387.43,382.13,382.33
1991-10-07,382.25,383.48,380.48,381.93
1991-10-08,382.18,383.48,381.03,381.98
1991-10-09,381.8,382.48,377.53,378.23
1991-10-10,378.78,382.73,377.83,382.23
1991-10-11,382.33,383.13,381.23,382.73
1991-10-14,383.18,388.63,383.03,388.48
1991-10-15,388.2,393.42,387.38,392.12
1991-10-16,392.47,395.12,391.63,394.52
1991-10-17,393.32,395.77,391.68,393.67
1991-10-18,394.09,394.77,392.82,394.47
1991-10-21,393.52,393.67,390.23,392.22
1991-10-22,391.48,392.87,388.53,389.33
1991-10-23,389.73,390.13,387.43,389.78
1991-10-24,389.13,389.53,384.68,386.23
1991-10-25,385.98,387.38,383.53,385.23
1991-10-28,386.5,390.83,385.93,390.53
1991-10-29,390.53,393.17,387.58,392.82
1991-10-30,393.07,394.12,391.38,393.67
1991-10-31,393.32,393.72,392.08,393.22
1991-11-01,392.97,395.62,389.83,391.73
1991-11-04,390.48,392.03,388.58,391.78
1991-11-05,391.9,393.67,388.83,389.63
1991-11-06,389.13,391.18,388.18,390.98
1991-11-07,391.33,394.37,390.48,394.22
1991-11-08,396.27,397.67,393.12,393.37
1991-11-11,393.44,394.82,392.92,394.17
1991-11-12,395.47,398.32,394.97,397.22
1991-11-13,394.72,398.42,394.22,398.22
1991-11-14,399.02,399.12,396.42,397.87
1991-11-15,397.77,398.12,378.93,383.43
1991-11-18,384.68,386.23,379.93,385.98
1991-11-19,383.03,383.43,373.98,380.88
1991-11-20,381.68,382.13,378.08,378.33
1991-11-21,377.18,382.08,376.88,381.18
1991-11-22,379.73,380.58,374.38,375.43
1991-11-25,376.33,378.03,374.48,376.48
1991-11-26,377.83,379.53,372.03,379.43
1991-11-27,378.63,379.33,376.33,377.03
1991-11-29,375.98,376.98,374.68,375.63
1991-12-02,371.93,382.23,371.03,382.13
1991-12-03,381.08,382.33,380.43,380.48
1991-12-04,381.28,382.03,378.23,380.48
1991-12-05,379.63,380.53,376.48,378.08
1991-12-06,376.0,382.93,375.78,379.38
1991-12-09,379.78,381.83,377.53,378.78
1991-12-10,377.83,380.53,376.53,378.53
1991-12-11,379.58,380.23,375.03,377.88
1991-12-12,379.68,382.58,379.33,381.53
1991-12-13,383.38,385.43,383.23,384.73
1991-12-16,384.48,386.43,384.33,384.93
1991-12-17,384.53,385.03,382.78,382.98
1991-12-18,383.03,384.13,381.03,383.73
1991-12-19,382.8,383.78,380.33,382.83
1991-12-20,389.04,389.04,389.04,389.04
1991-12-23,388.08,399.42,387.93,398.97
1991-12-24,398.42,403.32,398.17,400.82
1991-12-26,401.17,406.22,400.52,405.92
1991-12-27,405.92,407.97,405.77,407.82
1991-12-30,407.82,416.67,407.72,416.32
1991-12-31,407.82,416.67,407.72,416.32
1992-01-02,416.82,421.42,412.32,420.27
1992-01-03,419.12,421.92,418.17,420.17
1992-01-06,419.19,421.32,418.12,419.72
1992-01-07,417.97,419.52,416.72,419.37
1992-01-08,417.72,422.52,416.42,419.12
1992-01-09,419.82,422.42,416.92,418.87
1992-01-10,417.82,419.62,414.67,416.17
1992-01-13,415.82,417.12,414.97,415.72
1992-01-14,416.42,422.42,415.57,421.57
1992-01-15,422.27,422.77,419.42,421.52
1992-01-16,420.82,421.12,415.92,419.47
1992-01-17,419.32,420.47,416.72,419.22
1992-01-20,418.67,419.62,415.82,417.32
1992-01-21,416.54,416.87,412.72,414.37
1992-01-22,414.09,419.57,414.02,419.17
1992-01-23,419.32,421.32,414.72,415.02
1992-01-24,415.27,418.77,414.52,415.67
1992-01-27,416.77,417.82,414.92,415.52
1992-01-28,416.87,417.37,414.57,415.37
1992-01-29,414.37,418.77,408.52,410.82
1992-01-30,410.92,412.17,409.17,411.97
1992-01-31,412.47,412.87,408.02,408.52
1992-02-03,408.04,410.22,407.42,409.52
1992-02-04,409.92,414.12,409.22,413.72
1992-02-05,414.17,416.72,413.32,413.57
1992-02-06,413.87,414.82,412.07,414.37
1992-02-07,414.42,416.02,407.72,412.07
1992-02-10,412.47,414.52,412.02,413.82
1992-02-11,413.97,415.52,412.32,414.47
1992-02-12,413.82,419.02,413.62,418.17
1992-02-13,417.47,418.32,412.12,414.22
1992-02-14,413.22,414.82,411.22,412.17
1992-02-18,413.02,414.22,406.02,408.22
1992-02-19,407.82,409.52,406.67,408.82
1992-02-20,409.17,414.12,408.72,413.77
1992-02-21,412.82,414.42,409.32,412.07
1992-02-24,411.72,413.72,410.32,411.32
1992-02-25,411.37,411.62,407.97,410.22
1992-02-26,411.32,415.72,411.12,415.22
1992-02-27,415.02,415.97,413.42,414.97
1992-02-28,415.59,416.42,411.32,412.27
1992-03-02,412.22,414.07,411.12,412.92
1992-03-03,412.79,414.02,411.62,412.32
1992-03-04,412.69,413.02,409.22,409.32
1992-03-05,408.37,409.32,404.92,407.32
1992-03-06,406.99,407.82,403.42,403.82
1992-03-09,404.82,405.72,403.97,405.37
1992-03-10,406.12,409.17,405.92,407.07
1992-03-11,406.27,406.72,402.17,404.57
1992-03-12,404.67,405.07,401.67,404.32
1992-03-13,405.82,406.32,403.42,405.72
1992-03-16,405.59,406.92,403.17,406.72
1992-03-17,407.02,410.07,406.82,409.52
1992-03-18,409.02,410.72,407.92,409.52
1992-03-19,410.19,410.87,408.82,409.82
1992-03-20,410.14,410.14,410.14,410.14
1992-03-23,410.72,411.22,409.42,411.12
1992-03-24,411.62,412.62,408.52,409.62
1992-03-25,409.12,410.92,408.52,409.32
1992-03-26,409.67,410.12,407.32,408.72
1992-03-27,408.12,408.22,403.37,403.97
1992-03-30,404.02,405.02,403.12,403.27
1992-03-31,402.92,406.42,402.22,404.12
1992-04-01,401.42,405.72,401.02,405.27
1992-04-02,405.27,405.27,398.92,399.52
1992-04-03,400.12,402.12,398.62,401.22
1992-04-06,402.42,406.77,402.42,405.72
1992-04-07,405.92,405.92,397.17,397.67
1992-04-08,396.17,397.62,392.32,395.17
1992-04-09,395.77,403.32,395.17,403.12
1992-04-10,404.42,405.62,403.22,405.42
1992-04-13,404.67,405.57,404.17,405.02
1992-04-14,408.12,414.82,407.62,413.57
1992-04-15,414.02,417.52,414.02,417.37
1992-04-16,417.22,417.22,413.62,415.62
1992-04-20,413.22,413.97,407.72,410.92
1992-04-21,411.02,412.07,408.32,410.12
1992-04-22,409.92,412.27,409.17,410.02
1992-04-23,410.02,412.12,406.72,410.87
1992-04-24,411.82,413.02,408.32,408.72
1992-04-27,409.07,410.02,407.37,409.27
1992-04-28,408.92,410.12,406.02,409.37
1992-04-29,410.22,412.82,409.42,412.57
1992-04-30,412.32,414.92,411.82,414.72
1992-05-01,415.17,415.32,409.22,412.52
1992-05-04,413.22,418.32,413.22,416.42
1992-05-05,416.22,418.37,415.47,416.67
1992-05-06,417.82,418.22,415.97,416.52
1992-05-07,416.12,416.97,415.07,415.87
1992-05-08,416.52,417.32,413.97,416.62
1992-05-11,416.82,418.97,416.37,418.22
1992-05-12,418.52,418.62,414.22,416.52
1992-05-13,416.22,417.12,415.32,416.07
1992-05-14,415.07,415.32,411.12,412.72
1992-05-15,410.02,412.17,409.92,411.12
1992-05-18,412.27,413.77,412.02,413.37
1992-05-19,413.67,417.52,411.92,417.27
1992-05-20,416.27,417.27,415.52,416.17
1992-05-21,413.97,414.22,411.22,412.62
1992-05-22,413.32,415.27,412.92,414.07
1992-05-26,412.62,412.62,409.72,411.77
1992-05-27,411.54,412.92,411.12,412.62
1992-05-28,412.77,417.17,412.07,416.82
1992-05-29,417.27,418.57,414.72,414.82
1992-06-01,414.19,417.12,411.92,416.72
1992-06-02,416.52,416.97,413.22,414.37
1992-06-03,413.67,417.17,412.82,414.12
1992-06-04,414.49,415.47,412.62,413.42
1992-06-05,412.99,414.47,411.32,414.22
1992-06-08,413.07,414.07,412.27,413.52
1992-06-09,413.67,413.82,409.22,409.52
1992-06-10,409.97,410.57,407.32,407.52
1992-06-11,407.87,409.42,406.42,409.32
1992-06-12,412.42,412.92,409.62,409.72
1992-06-15,408.12,412.17,408.12,410.77
1992-06-16,410.79,411.82,407.82,408.07
1992-06-17,406.87,407.62,401.12,401.32
1992-06-18,401.57,402.77,400.12,400.57
1992-06-19,401.53,401.53,401.53,401.53
1992-06-22,402.02,404.32,400.22,403.97
1992-06-23,404.24,405.67,403.52,404.52
1992-06-24,404.09,405.42,403.17,404.37
1992-06-25,405.92,406.32,402.22,403.02
1992-06-26,402.22,404.42,401.72,404.02
1992-06-29,404.07,409.67,403.92,409.47
1992-06-30,409.24,410.07,407.92,409.42
1992-07-01,409.04,413.47,408.92,412.92
1992-07-02,413.47,416.42,408.92,412.07
1992-07-06,412.07,414.27,410.12,414.12
1992-07-07,414.22,415.92,407.72,407.87
1992-07-08,408.07,410.57,406.72,410.47
1992-07-09,410.82,415.32,410.67,415.02
1992-07-10,414.87,416.27,412.97,415.02
1992-07-13,414.82,416.02,413.52,414.57
1992-07-14,414.62,418.02,414.12,417.62
1992-07-15,417.32,418.02,415.82,417.12
1992-07-16,415.22,418.12,414.42,417.62
1992-07-17,415.82,416.12,412.42,414.97
1992-07-20,410.92,414.92,409.67,413.87
1992-07-21,414.62,415.02,412.97,413.07
1992-07-22,411.17,412.07,409.52,410.27
1992-07-23,410.57,412.12,409.22,411.92
1992-07-24,410.42,411.82,409.42,411.17
1992-07-27,411.04,412.57,410.82,410.92
1992-07-28,411.97,417.67,411.67,417.32
1992-07-29,419.19,423.42,419.07,422.82
1992-07-30,422.92,424.22,421.62,423.52
1992-07-31,423.92,424.97,422.42,423.82
1992-08-03,423.22,424.92,422.87,424.72
1992-08-04,424.47,424.87,422.92,423.77
1992-08-05,422.79,423.72,421.77,422.27
1992-08-06,421.79,422.47,420.52,420.67
1992-08-07,420.67,424.02,417.52,417.67
1992-08-10,417.02,419.97,416.72,419.87
1992-08-11,420.12,420.32,416.22,418.72
1992-08-12,418.57,420.07,416.27,418.17
1992-08-13,419.19,420.02,415.82,416.87
1992-08-14,418.47,420.82,417.47,420.22
1992-08-17,420.44,422.17,419.62,420.82
1992-08-18,420.27,421.67,419.77,420.77
1992-08-19,421.47,422.02,418.17,418.27
1992-08-20,418.77,419.02,416.82,418.47
1992-08-21,420.19,420.82,412.97,414.52
1992-08-24,411.92,412.77,409.67,411.32
1992-08-25,411.17,411.82,407.92,411.12
1992-08-26,411.47,413.82,410.32,413.27
1992-08-27,414.77,415.82,413.12,413.97
1992-08-28,413.92,415.12,413.22,414.52
1992-08-31,414.77,415.02,413.17,414.07
1992-09-01,413.59,415.97,413.32,415.72
1992-09-02,415.77,418.52,414.82,418.02
1992-09-03,418.72,420.02,416.82,418.47
1992-09-04,417.02,418.92,416.12,416.57
1992-09-08,416.27,416.77,413.82,414.52
1992-09-09,414.34,416.82,414.27,416.57
1992-09-10,416.82,421.32,416.22,419.62
1992-09-11,419.87,420.52,418.72,419.27
1992-09-14,422.87,425.32,422.17,425.02
1992-09-15,423.17,423.67,419.52,419.77
1992-09-16,417.62,423.12,417.22,419.82
1992-09-17,421.02,421.47,419.17,420.07
1992-09-18,420.9,420.9,420.9,420.9
1992-09-21,423.02,423.32,421.22,422.47
1992-09-22,421.62,422.32,417.02,417.52
1992-09-23,417.97,418.42,415.62,417.57
1992-09-24,418.82,419.62,417.72,418.82
1992-09-25,418.17,418.32,412.62,414.37
1992-09-28,413.62,417.22,413.27,416.82
1992-09-29,416.32,417.92,415.17,417.47
1992-09-30,416.82,418.72,416.37,418.27
1992-10-01,418.27,418.52,415.42,415.57
1992-10-02,416.12,416.77,409.27,409.82
1992-10-05,407.57,408.42,389.93,408.07
1992-10-06,407.37,408.92,404.62,407.17
1992-10-07,407.17,408.62,402.92,403.67
1992-10-08,405.67,408.37,404.22,407.77
1992-10-09,405.77,406.07,402.07,403.02
1992-10-12,404.29,407.57,404.02,406.82
1992-10-13,407.77,410.77,406.52,409.22
1992-10-14,408.29,411.87,407.17,408.77
1992-10-15,407.02,411.42,406.62,409.77
1992-10-16,410.64,411.02,407.22,410.97
1992-10-19,410.52,415.77,410.22,415.67
1992-10-20,417.07,417.92,414.22,415.57
1992-10-21,416.27,416.42,414.02,415.42
1992-10-22,415.17,417.02,412.82,414.97
1992-10-23,415.64,416.27,413.62,413.77
1992-10-26,413.67,418.32,413.12,417.87
1992-10-27,418.92,419.22,416.42,417.92
1992-10-28,417.67,420.62,417.17,420.17
1992-10-29,420.24,421.02,419.17,420.17
1992-10-30,420.42,420.62,417.62,417.72
1992-11-02,418.29,422.72,417.87,421.97
1992-11-03,421.92,422.17,417.97,419.77
1992-11-04,418.22,420.82,416.02,416.12
1992-11-05,416.52,418.42,415.62,418.22
1992-11-06,417.17,418.37,416.52,417.02
1992-11-09,416.47,420.62,416.22,417.92
1992-11-10,418.54,419.82,417.52,418.32
1992-11-11,417.57,422.62,417.42,422.47
1992-11-12,422.42,423.22,421.17,422.77
1992-11-13,422.39,423.32,420.42,422.97
1992-11-16,422.49,422.77,420.12,420.67
1992-11-17,421.02,421.62,417.97,419.42
1992-11-18,419.74,424.17,419.57,422.97
1992-11-19,422.32,423.42,422.07,423.37
1992-11-20,423.87,427.42,423.72,426.52
1992-11-23,425.94,426.27,424.67,425.17
1992-11-24,425.09,429.72,424.77,428.02
1992-11-25,428.07,429.42,427.92,429.32
1992-11-27,429.67,432.52,429.02,430.32
1992-11-30,431.09,431.82,429.02,430.87
1992-12-01,430.82,431.67,428.62,431.02
1992-12-02,430.62,430.82,428.17,429.82
1992-12-03,430.07,431.47,428.42,430.17
1992-12-04,431.07,433.32,429.47,432.62
1992-12-07,432.89,435.32,431.82,435.22
1992-12-08,435.39,437.77,434.42,437.67
1992-12-09,436.77,437.52,433.62,435.67
1992-12-10,435.52,435.62,432.72,434.47
1992-12-11,433.99,434.67,433.17,433.77
1992-12-14,433.32,435.77,432.72,433.12
1992-12-15,432.62,434.37,432.52,433.27
1992-12-16,433.57,434.62,430.72,431.57
1992-12-17,432.22,436.52,431.52,436.17
1992-12-18,438.12,441.92,437.52,441.27
1992-12-21,440.79,442.47,440.52,441.47
1992-12-22,442.37,442.82,439.27,441.87
1992-12-23,441.17,442.52,440.02,440.87
1992-12-24,440.42,441.22,440.32,440.57
1992-12-28,440.02,440.42,437.52,439.12
1992-12-29,439.77,443.72,437.52,438.32
1992-12-30,438.77,440.02,437.02,439.32
1992-12-31,439.12,440.27,436.57,437.57
1993-01-04,438.17,438.57,434.62,435.42
1993-01-05,435.52,436.12,433.62,434.52
1993-01-06,434.52,436.02,432.82,435.17
1993-01-07,435.42,436.42,429.42,430.12
1993-01-08,430.32,430.67,426.62,429.62
1993-01-11,429.02,431.57,429.02,430.92
1993-01-12,431.22,431.72,427.82,431.37
1993-01-13,431.32,434.07,430.07,433.27
1993-01-14,434.12,436.62,432.82,436.22
1993-01-15,437.22,440.12,435.82,436.37
1993-01-18,436.52,437.42,435.57,437.22
1993-01-19,437.52,438.07,434.72,435.47
1993-01-20,435.72,436.72,432.67,433.07
1993-01-21,433.22,436.42,432.22,436.22
1993-01-22,435.92,438.02,435.12,436.57
1993-01-25,436.22,440.72,436.02,440.27
1993-01-26,441.42,442.97,439.07,439.72
1993-01-27,439.62,440.12,436.52,438.02
1993-01-28,438.22,439.37,436.92,438.72
1993-01-29,439.62,439.62,436.72,438.17
1993-02-01,438.92,442.57,438.92,442.42
1993-02-02,441.62,443.22,440.82,442.97
1993-02-03,443.42,447.91,443.07,447.81
1993-02-04,449.01,450.41,448.01,449.46
1993-02-05,448.76,450.16,446.96,449.26
1993-02-08,449.01,450.76,447.81,448.36
1993-02-09,447.11,447.56,444.96,446.01
1993-02-10,446.11,447.16,444.17,447.01
1993-02-11,447.21,450.11,447.21,447.96
1993-02-12,447.66,447.96,444.51,444.61
1993-02-16,443.62,444.02,432.72,433.72
1993-02-17,434.02,434.62,431.57,433.62
1993-02-18,437.92,438.42,428.42,432.27
1993-02-19,433.42,435.17,431.62,435.02
1993-02-22,435.32,437.17,434.12,436.42
1993-02-23,436.92,437.92,433.02,435.92
1993-02-24,435.92,441.82,435.42,441.72
1993-02-25,441.32,442.52,439.52,442.02
1993-02-26,442.82,443.82,440.72,443.62
1993-03-01,444.22,444.41,440.82,442.37
1993-03-02,441.52,448.36,441.02,448.21
1993-03-03,448.51,450.56,447.76,450.06
1993-03-04,450.01,450.21,446.96,447.16
1993-03-05,447.91,450.51,445.41,445.91
1993-03-08,447.21,456.51,447.01,455.91
1993-03-09,455.41,456.01,453.71,454.51
1993-03-10,454.91,456.41,452.51,456.31
1993-03-11,455.96,457.31,453.31,454.31
1993-03-12,451.91,452.16,445.96,449.16
1993-03-15,449.61,451.91,448.96,451.76
1993-03-16,451.61,452.31,450.46,450.61
1993-03-17,450.51,450.61,447.51,447.96
1993-03-18,449.16,452.61,449.01,451.71
1993-03-19,454.1,454.1,454.1,454.1
1993-03-22,446.91,449.66,445.71,448.91
1993-03-23,449.31,450.26,448.66,449.56
1993-03-24,448.41,451.46,446.31,449.11
1993-03-25,448.91,452.81,448.41,451.91
1993-03-26,451.61,452.76,448.01,448.81
1993-03-29,449.41,453.71,449.41,451.51
1993-03-30,451.61,452.91,450.21,452.76
1993-03-31,453.21,455.26,451.71,452.51
1993-04-01,452.31,453.11,449.06,449.26
1993-04-02,446.81,447.41,440.87,442.47
1993-04-05,443.52,443.82,441.52,442.82
1993-04-06,443.32,444.22,440.42,441.87
1993-04-07,442.42,443.67,441.12,442.67
1993-04-08,444.91,445.11,440.47,442.52
1993-04-12,446.41,449.16,445.71,448.26
1993-04-13,447.91,450.91,447.71,449.61
1993-04-14,449.61,450.31,448.36,449.01
1993-04-15,448.61,450.11,446.71,449.11
1993-04-16,449.01,450.01,448.16,449.46
1993-04-19,448.81,449.66,446.01,446.86
1993-04-20,446.41,447.01,441.82,445.71
1993-04-21,445.41,446.01,442.82,443.77
1993-04-22,442.67,446.21,438.22,438.47
1993-04-23,437.52,438.82,436.02,436.92
1993-04-26,436.42,438.42,432.07,432.82
1993-04-27,432.82,437.92,432.67,437.62
1993-04-28,436.82,438.57,435.92,436.87
1993-04-29,437.72,439.37,434.77,439.22
1993-04-30,439.92,442.12,438.42,438.57
1993-05-03,439.52,442.52,437.22,442.27
1993-05-04,442.52,445.26,441.72,443.82
1993-05-05,443.47,446.41,443.32,444.32
1993-05-06,443.72,444.32,442.32,443.77
1993-05-07,443.62,443.62,441.02,441.92
1993-05-10,442.62,445.56,442.17,443.17
1993-05-11,442.87,444.61,441.32,444.51
1993-05-12,442.92,445.46,442.47,443.92
1993-05-13,442.42,442.42,438.62,438.87
1993-05-14,438.87,440.17,437.72,439.42
1993-05-17,439.52,440.27,437.42,440.02
1993-05-18,440.32,440.87,437.62,439.97
1993-05-19,439.82,448.61,436.42,448.21
1993-05-20,448.01,450.81,447.31,450.71
1993-05-21,449.41,450.51,444.41,445.61
1993-05-24,445.71,448.81,445.56,448.01
1993-05-25,448.71,449.41,447.36,448.91
1993-05-26,449.51,454.11,448.81,453.86
1993-05-27,454.16,454.86,450.61,451.41
1993-05-28,451.41,451.76,446.91,450.01
